student_id,gender,category,age,hostel_status,commute_distance_km,family_income_slab,income_slab_idx,is_first_generation,has_scholarship,fee_payment_delay_days,att_core1,att_core2,att_lab,att_elective,attendance_month_1,attendance_month_2,attendance_month_3,attendance_percentage,attendance_3m_trend,consecutive_absences,attendance_risk_flag,prev_sem_cgpa,current_cgpa,cgpa_delta,backlog_count,internal_exam_score_pct,stem_core_fail_flag,lms_logins_per_week,assignment_submission_lag_days,resource_access_count,days_since_last_lms_activity,forum_participation_count,ground_truth_risk_prob,is_dropout
IND_2026_0427,Male,General,20.7,Day Scholar,12.0,5-8 LPA,2,0,0,2,98.9,83.3,87.7,91.4,91.0,90.7,86.1,89.0,-2.46,0,0,8.27,8.82,0.55,0,86.4,0,6.2,-0.5,35,5,5,0.0601,0
IND_2026_0428,Female,ST,17.7,Day Scholar,5.4,5-8 LPA,2,0,1,1,47.4,51.1,50.9,46.0,46.6,51.1,55.7,51.8,4.55,4,1,5.62,5.42,-0.2,3,47.5,0,5.0,-5.2,40,21,3,0.6237,1
IND_2026_0429,Male,OBC,22.5,Hosteler,0.5,5-8 LPA,2,0,0,0,83.5,81.9,84.9,83.5,90.8,82.3,79.3,83.2,-5.73,0,0,7.46,7.93,0.47,0,72.3,0,9.1,5.6,54,8,3,0.0845,0
IND_2026_0430,Female,SC,20.9,Day Scholar,27.2,2-5 LPA,1,0,0,3,75.0,56.8,76.8,58.4,66.8,70.1,70.5,69.5,1.84,5,1,8.28,8.54,0.26,0,71.8,0,4.6,1.3,46,10,3,0.1661,0
IND_2026_0431,Female,General,19.9,Day Scholar,34.7,2-5 LPA,1,0,1,2,64.2,59.5,64.2,52.8,68.8,61.0,52.3,59.5,-8.24,4,1,6.71,7.04,0.33,0,68.3,0,6.0,-0.8,52,10,0,0.2262,0
IND_2026_0432,Female,OBC,20.8,Hosteler,0.5,>8 LPA,3,0,0,9,100.0,96.6,98.4,100.0,100.0,93.0,100.0,97.6,0.0,1,0,5.11,6.27,1.16,0,67.3,0,9.9,-2.9,32,8,3,0.1429,0
IND_2026_0433,Female,OBC,18.3,Hosteler,0.5,2-5 LPA,1,1,1,2,88.6,93.0,81.2,79.0,71.4,90.8,100.0,89.6,14.29,1,0,5.75,7.16,1.41,0,62.9,0,4.7,0.8,26,7,5,0.0146,0
IND_2026_0434,Female,SC,21.6,Hosteler,0.5,2-5 LPA,1,0,1,2,87.7,81.4,87.0,85.1,75.3,81.1,83.0,80.4,3.86,1,0,7.96,8.64,0.68,0,87.2,0,9.8,-0.4,35,10,3,0.0156,0
IND_2026_0435,Male,SC,19.7,Day Scholar,11.6,2-5 LPA,1,0,1,4,79.5,76.6,83.9,65.2,86.0,79.8,74.8,79.3,-5.58,2,0,4.74,4.55,-0.19,0,42.9,0,8.9,-0.0,27,10,1,0.2226,0
IND_2026_0436,Male,General,19.8,Hosteler,0.5,2-5 LPA,1,0,0,60,80.2,73.3,81.5,68.8,75.2,79.2,75.4,76.7,0.1,1,0,5.17,5.59,0.42,0,44.3,0,5.5,0.5,14,10,7,0.914,1
IND_2026_0437,Male,EWS,19.5,Hosteler,0.5,2-5 LPA,1,0,1,1,79.7,62.8,75.3,71.1,77.4,68.1,66.2,69.7,-5.59,6,1,7.95,8.14,0.19,0,72.9,0,6.1,-1.3,32,6,2,0.0967,0
IND_2026_0438,Male,General,19.3,Day Scholar,15.2,2-5 LPA,1,0,0,3,46.6,30.8,37.6,47.7,42.3,35.3,33.5,36.3,-4.39,12,1,6.89,6.79,-0.1,2,59.7,0,6.8,1.3,51,14,3,0.9696,1
IND_2026_0439,Female,ST,21.0,Day Scholar,5.4,5-8 LPA,2,0,1,1,76.3,89.8,90.9,76.1,77.7,84.0,96.8,87.6,9.55,1,0,6.23,6.11,-0.12,0,56.5,0,6.3,0.6,58,19,3,0.1873,0
IND_2026_0440,Female,General,20.4,Hosteler,0.5,>8 LPA,3,0,0,4,50.3,54.4,69.2,58.5,54.0,64.4,59.5,59.8,2.74,5,1,6.51,6.38,-0.13,3,62.7,0,0.9,0.5,44,14,2,0.7898,1
IND_2026_0441,Female,General,20.9,Day Scholar,17.3,>8 LPA,3,0,0,1,92.6,92.8,94.7,93.1,86.0,84.9,90.2,87.3,2.12,0,0,5.14,5.14,0.0,0,58.1,0,6.0,-0.0,40,9,1,0.2165,0
IND_2026_0442,Male,SC,20.1,Hosteler,0.5,2-5 LPA,1,1,0,12,55.3,60.3,75.7,64.1,74.7,62.5,71.1,69.0,-1.83,3,1,7.88,7.96,0.08,0,68.5,0,7.6,2.1,77,7,2,0.263,0
IND_2026_0443,Female,General,20.8,Day Scholar,11.7,2-5 LPA,1,0,0,14,72.0,67.7,74.5,64.4,66.5,66.7,68.7,67.5,1.09,2,1,6.07,5.79,-0.28,0,52.6,0,7.1,-3.8,22,10,2,0.5943,1
IND_2026_0444,Male,OBC,19.6,Day Scholar,23.1,5-8 LPA,2,0,0,1,84.6,75.6,75.2,77.2,81.5,80.1,80.4,80.5,-0.57,1,0,6.45,6.8,0.35,0,60.1,0,4.9,-2.7,26,7,1,0.1403,0
IND_2026_0445,Male,OBC,23.0,Hosteler,0.5,5-8 LPA,2,0,0,9,72.5,81.2,75.5,63.6,73.4,79.1,76.3,76.6,1.44,1,0,7.69,7.1,-0.59,0,61.1,0,6.1,-0.9,66,14,0,0.1986,0
IND_2026_0446,Female,General,18.1,Day Scholar,5.9,2-5 LPA,1,0,0,0,70.6,76.8,67.1,68.0,87.8,82.2,60.9,75.1,-13.46,1,0,6.84,7.2,0.36,1,68.9,0,8.6,-2.5,40,7,4,0.3432,0
IND_2026_0447,Female,SC,21.7,Day Scholar,14.5,5-8 LPA,2,0,0,16,50.5,60.5,67.8,63.9,48.3,62.6,74.1,63.6,12.92,7,1,6.21,6.02,-0.19,2,57.2,0,5.5,-1.1,26,12,5,0.297,0
IND_2026_0448,Female,ST,21.9,Day Scholar,43.5,5-8 LPA,2,0,1,2,58.2,69.9,71.5,63.0,58.9,62.1,61.1,60.9,1.1,4,1,4.41,4.13,-0.28,3,30.2,0,1.5,3.3,39,13,1,0.9514,1
IND_2026_0449,Male,ST,19.0,Day Scholar,4.7,5-8 LPA,2,0,0,2,72.1,73.0,80.6,72.0,73.5,71.5,78.8,74.9,2.63,4,1,7.71,8.59,0.88,0,81.7,0,9.7,-1.7,35,6,4,0.0707,0
IND_2026_0450,Female,General,23.0,Day Scholar,22.6,5-8 LPA,2,0,0,4,66.8,78.3,75.5,69.7,66.0,77.4,79.3,75.3,6.66,2,0,7.31,7.15,-0.16,0,61.9,0,6.2,-4.9,27,24,2,0.2104,0
IND_2026_0451,Male,OBC,21.4,Hosteler,0.5,<2 LPA,0,0,1,19,81.4,80.1,83.6,87.9,80.1,84.3,87.1,84.4,3.53,2,0,6.48,6.87,0.39,0,65.3,0,9.1,-2.0,28,7,3,0.1776,0
IND_2026_0452,Female,General,21.4,Day Scholar,6.8,2-5 LPA,1,1,0,13,62.2,57.9,67.0,67.2,62.2,61.2,71.8,65.7,4.78,6,1,5.75,5.56,-0.19,0,59.2,0,2.7,-0.0,39,15,4,0.6772,1
IND_2026_0453,Female,General,20.1,Day Scholar,3.1,2-5 LPA,1,1,0,3,66.7,72.5,79.5,62.5,63.7,66.7,71.3,67.8,3.8,3,1,7.22,7.13,-0.09,0,70.1,0,6.0,-0.6,42,15,4,0.235,0
IND_2026_0454,Male,General,19.8,Day Scholar,2.5,<2 LPA,0,1,0,46,52.5,33.0,45.8,50.0,53.8,36.2,41.2,42.6,-6.28,15,1,7.87,8.06,0.19,1,77.5,0,6.6,1.0,68,12,0,0.9456,1
IND_2026_0455,Male,EWS,19.8,Hosteler,0.5,>8 LPA,3,0,0,4,59.7,65.2,63.8,69.3,64.0,60.2,65.2,63.2,0.59,7,1,7.34,7.07,-0.27,1,64.5,0,5.9,0.5,32,26,2,0.5535,1
IND_2026_0456,Male,ST,20.6,Day Scholar,12.7,5-8 LPA,2,0,1,3,44.6,43.1,39.5,45.3,38.6,41.6,58.4,47.6,9.88,23,1,9.49,8.55,-0.94,3,81.6,0,3.6,-0.8,32,10,3,0.9464,1
IND_2026_0457,Female,SC,21.9,Hosteler,0.5,<2 LPA,0,1,1,0,67.2,76.5,80.2,62.7,66.6,73.6,65.3,68.5,-0.67,3,1,8.19,8.87,0.68,0,87.1,0,2.3,-3.8,81,7,3,0.1455,0
IND_2026_0458,Male,OBC,20.3,Day Scholar,18.8,5-8 LPA,2,0,0,4,85.4,88.7,92.7,79.8,89.1,87.4,94.2,90.6,2.56,1,0,7.05,7.3,0.25,0,71.7,0,10.4,-2.4,68,5,1,0.0264,0
IND_2026_0459,Female,OBC,18.9,Hosteler,0.5,5-8 LPA,2,0,0,1,80.5,91.1,87.7,86.5,90.8,85.7,99.3,92.4,4.25,1,0,8.23,7.94,-0.29,0,74.9,0,8.2,-3.0,49,5,6,0.0158,0
IND_2026_0460,Female,OBC,21.2,Day Scholar,11.0,5-8 LPA,2,0,0,2,80.6,92.9,90.4,88.5,100.0,83.7,93.4,91.6,-3.31,2,0,7.27,7.35,0.08,0,70.9,0,9.8,-2.1,22,7,3,0.0204,0
IND_2026_0461,Male,OBC,21.3,Day Scholar,8.4,2-5 LPA,1,0,1,2,62.8,66.4,68.9,55.6,76.6,70.8,66.9,70.7,-4.88,2,1,7.26,6.59,-0.67,0,56.0,0,8.0,0.9,26,11,3,0.1743,0
IND_2026_0462,Male,OBC,21.0,Day Scholar,12.9,>8 LPA,3,0,0,4,76.6,71.7,79.0,77.0,81.4,75.8,77.2,77.8,-2.06,0,0,9.01,8.27,-0.74,0,74.9,0,8.4,-0.4,27,7,4,0.1902,0
IND_2026_0463,Female,General,21.1,Day Scholar,6.8,2-5 LPA,1,1,0,11,99.3,95.5,97.7,99.9,95.2,90.6,98.3,94.8,1.51,0,0,5.94,6.27,0.33,0,63.1,0,6.4,0.6,43,12,3,0.1492,0
IND_2026_0464,Male,General,19.7,Hosteler,0.5,2-5 LPA,1,0,0,1,60.3,70.8,73.0,73.0,74.7,69.1,59.6,66.7,-7.56,6,1,7.23,6.99,-0.24,1,70.6,0,7.1,-1.4,30,8,5,0.3388,0
IND_2026_0465,Male,EWS,18.9,Day Scholar,10.6,<2 LPA,0,0,1,5,75.2,76.3,85.6,71.8,84.9,80.1,75.4,79.4,-4.74,1,0,8.87,9.51,0.64,0,90.8,0,10.7,1.6,96,7,2,0.0147,0
IND_2026_0466,Female,OBC,19.0,Day Scholar,15.9,5-8 LPA,2,0,0,6,52.6,60.4,65.1,53.3,55.4,66.4,53.3,58.4,-1.04,6,1,7.63,7.5,-0.13,5,78.6,0,6.2,1.0,18,12,1,0.9159,1
IND_2026_0467,Female,EWS,18.0,Hosteler,0.5,5-8 LPA,2,0,1,0,83.3,93.6,93.1,85.0,79.0,81.7,85.2,82.4,3.07,2,0,6.68,7.13,0.45,0,70.3,0,10.7,-0.9,25,12,5,0.0373,0
IND_2026_0468,Female,General,20.4,Hosteler,0.5,2-5 LPA,1,0,0,12,69.9,61.0,66.0,60.4,53.2,63.8,65.4,61.8,6.13,5,1,4.81,4.08,-0.73,0,37.6,0,1.6,1.7,34,16,4,0.8152,1
IND_2026_0469,Male,OBC,20.0,Hosteler,0.5,2-5 LPA,1,0,0,14,84.0,84.1,100.0,87.8,82.3,90.5,94.1,89.9,5.89,1,0,4.02,4.79,0.77,1,39.4,0,3.0,-2.1,48,13,4,0.3459,0
IND_2026_0470,Male,General,19.5,Day Scholar,10.3,5-8 LPA,2,0,0,2,69.5,60.4,71.5,72.0,62.7,66.7,88.3,74.3,12.77,3,1,9.95,10.0,0.05,0,99.0,0,9.8,-6.4,15,4,4,0.0718,0
IND_2026_0471,Male,General,17.5,Day Scholar,13.8,5-8 LPA,2,0,0,4,99.7,90.7,91.4,96.6,87.3,90.9,100.0,93.6,6.37,2,0,7.63,8.27,0.64,0,82.4,0,6.3,-3.1,22,5,7,0.0708,0
IND_2026_0472,Male,General,18.5,Day Scholar,26.7,2-5 LPA,1,1,0,34,52.8,53.6,49.9,40.1,50.6,49.9,43.6,47.5,-3.52,11,1,6.38,5.88,-0.5,1,64.9,0,8.9,2.0,28,14,4,0.9943,1
IND_2026_0473,Male,General,21.6,Hosteler,0.5,>8 LPA,3,0,0,0,45.0,54.1,52.7,49.1,47.8,44.3,49.0,47.0,0.56,16,1,7.69,6.42,-1.27,3,71.8,0,7.7,0.3,59,13,5,0.7549,1
IND_2026_0474,Male,ST,19.2,Day Scholar,27.4,5-8 LPA,2,0,1,2,64.1,63.8,60.3,58.6,60.4,63.8,66.4,64.0,3.02,7,1,5.87,6.07,0.2,3,51.2,1,8.8,-0.5,81,10,1,0.5582,1
IND_2026_0475,Male,General,20.6,Hosteler,0.5,>8 LPA,3,1,0,2,81.4,91.6,91.5,83.7,81.2,86.5,87.6,85.6,3.2,1,0,6.74,7.81,1.07,0,67.8,0,9.1,-3.3,36,7,3,0.0264,0
IND_2026_0476,Male,OBC,18.3,Day Scholar,16.7,>8 LPA,3,0,0,1,62.5,64.0,56.4,64.0,50.7,62.2,64.4,60.2,6.87,5,1,5.88,5.66,-0.22,1,39.5,0,3.4,-4.3,31,22,2,0.7613,1
IND_2026_0477,Male,OBC,22.0,Hosteler,0.5,>8 LPA,3,0,0,4,80.1,83.1,81.6,81.8,72.2,72.2,80.9,75.7,4.36,0,0,5.22,4.97,-0.25,0,51.8,0,2.3,2.9,24,12,0,0.7592,1
IND_2026_0478,Female,OBC,19.9,Day Scholar,6.9,5-8 LPA,2,0,0,1,52.7,66.3,59.5,68.7,57.1,60.9,54.9,57.6,-1.08,8,1,4.25,3.74,-0.51,3,38.8,1,7.3,0.2,39,14,2,0.9789,1
IND_2026_0479,Female,OBC,20.5,Day Scholar,16.6,5-8 LPA,2,0,0,0,82.3,89.9,83.7,82.2,80.0,86.8,80.6,82.6,0.32,1,0,4.96,4.96,0.0,0,47.6,0,2.9,-1.4,72,10,4,0.2325,0
IND_2026_0480,Male,General,23.1,Hosteler,0.5,<2 LPA,0,1,1,2,89.4,89.1,96.5,87.3,87.0,98.4,96.4,94.8,4.7,2,0,8.63,8.96,0.33,0,79.0,0,11.5,-3.5,87,4,7,0.0058,0
IND_2026_0481,Male,EWS,22.1,Day Scholar,8.5,2-5 LPA,1,0,0,21,77.1,66.5,87.0,70.0,64.7,78.9,78.2,75.1,6.75,1,0,5.82,6.11,0.29,0,57.6,0,7.5,2.2,37,8,3,0.4323,0
IND_2026_0482,Male,SC,19.7,Day Scholar,16.4,5-8 LPA,2,0,1,1,52.5,51.2,47.2,33.4,46.5,42.8,44.5,44.4,-0.97,10,1,7.95,7.31,-0.64,1,70.4,0,5.1,1.9,23,11,2,0.8303,1
IND_2026_0483,Female,SC,19.3,Hosteler,0.5,2-5 LPA,1,0,1,17,77.9,79.3,78.4,82.4,86.2,76.8,68.1,75.7,-9.05,1,0,8.54,9.01,0.47,0,89.5,0,8.3,-3.6,45,10,5,0.1258,0
IND_2026_0484,Male,OBC,19.7,Hosteler,0.5,>8 LPA,3,0,0,3,86.1,96.6,89.1,83.7,87.9,86.0,83.7,85.6,-2.08,1,0,7.22,7.65,0.43,0,74.0,0,8.2,1.2,81,6,5,0.0959,0
IND_2026_0485,Male,General,20.8,Day Scholar,6.5,<2 LPA,0,1,0,31,66.4,67.8,61.3,62.3,65.5,61.9,61.2,62.5,-2.15,5,1,6.78,6.08,-0.7,3,61.1,0,5.1,-0.5,29,22,1,0.9791,1
IND_2026_0486,Male,ST,20.0,Hosteler,0.5,2-5 LPA,1,1,0,31,79.5,95.4,85.9,87.5,84.0,81.6,85.6,83.8,0.79,2,0,7.39,7.38,-0.01,0,69.5,0,9.9,-2.6,19,8,3,0.3207,0
IND_2026_0487,Male,General,19.6,Hosteler,0.5,2-5 LPA,1,1,0,20,82.4,93.7,97.6,79.6,92.3,83.4,99.1,91.9,3.4,2,0,6.62,6.79,0.17,0,70.4,0,10.0,-1.9,36,11,3,0.2607,0
IND_2026_0488,Male,General,22.0,Day Scholar,11.6,2-5 LPA,1,1,0,31,10.0,29.4,30.2,19.7,35.7,26.8,19.0,25.9,-8.35,10,1,8.89,7.58,-1.31,3,75.2,0,4.9,-1.3,27,14,1,0.9974,1
IND_2026_0489,Male,General,20.0,Day Scholar,12.9,<2 LPA,0,0,0,17,75.2,68.0,88.6,84.4,76.1,78.5,74.1,76.1,-1.02,0,0,9.83,10.0,0.17,0,89.1,0,6.7,-4.7,21,17,7,0.0916,0
IND_2026_0490,Male,SC,23.1,Hosteler,0.5,<2 LPA,0,0,0,18,60.7,67.3,71.3,65.6,64.8,66.8,65.3,65.7,0.25,6,1,9.23,9.88,0.65,0,99.0,0,10.0,0.3,49,5,7,0.0836,0
IND_2026_0491,Female,OBC,20.2,Hosteler,0.5,5-8 LPA,2,0,0,1,92.1,86.7,89.7,83.6,94.1,91.3,88.0,90.7,-3.04,2,0,4.19,4.96,0.77,0,53.2,0,2.3,-1.2,48,8,4,0.318,0
IND_2026_0492,Female,SC,22.4,Day Scholar,8.4,2-5 LPA,1,1,1,0,67.0,80.0,81.3,75.9,76.5,79.7,77.6,78.0,0.57,1,0,6.59,6.72,0.13,0,66.2,0,7.4,0.5,91,9,2,0.0774,0
IND_2026_0493,Female,SC,20.6,Day Scholar,2.7,<2 LPA,0,1,0,17,70.1,74.3,74.8,79.6,70.1,75.6,80.3,76.1,5.11,1,0,7.21,6.62,-0.59,0,64.3,0,7.9,-0.1,21,8,2,0.1864,0
IND_2026_0494,Male,General,21.4,Day Scholar,13.7,<2 LPA,0,1,1,8,89.1,88.8,93.5,90.8,94.5,88.4,76.2,85.0,-9.12,0,0,7.85,8.2,0.35,0,86.2,0,5.9,-0.3,62,5,2,0.1891,0
IND_2026_0495,Female,ST,19.2,Hosteler,0.5,2-5 LPA,1,1,0,0,81.4,87.0,85.0,75.3,91.6,86.5,94.7,91.0,1.54,0,0,4.78,4.82,0.04,0,37.6,0,8.2,-5.2,59,9,7,0.1383,0
IND_2026_0496,Male,OBC,19.0,Day Scholar,4.6,<2 LPA,0,1,1,2,94.7,97.4,90.9,100.0,86.3,92.6,94.4,91.7,4.03,2,0,4.76,5.91,1.15,0,62.4,0,6.7,-2.9,51,8,3,0.1397,0
IND_2026_0497,Male,OBC,20.7,Day Scholar,12.1,5-8 LPA,2,0,0,0,75.5,63.8,80.4,83.6,81.4,85.8,77.2,81.3,-2.11,0,0,9.03,8.46,-0.57,0,78.0,0,6.4,-0.2,28,5,8,0.0819,0
IND_2026_0498,Female,General,21.4,Hosteler,0.5,5-8 LPA,2,0,0,2,60.4,61.6,67.3,57.5,60.8,61.1,64.8,62.5,2.03,11,1,6.42,6.28,-0.14,2,65.1,0,7.6,-3.1,22,12,3,0.8074,1
IND_2026_0499,Male,EWS,20.2,Day Scholar,21.4,2-5 LPA,1,0,0,33,89.2,92.2,94.5,75.3,78.9,85.8,91.1,86.2,6.13,1,0,5.12,5.01,-0.11,0,48.2,0,4.0,0.2,39,9,5,0.6653,1
IND_2026_0500,Male,General,18.4,Day Scholar,28.5,2-5 LPA,1,1,1,3,71.5,76.1,75.4,71.2,61.8,66.2,59.5,62.4,-1.16,11,1,5.65,5.33,-0.32,2,44.4,0,6.9,-3.0,34,11,1,0.9049,1
